,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene,cluster
_ENSTGUG00000008245.2,0.0,,,,,,_ENSTGUG00000008245.2,microglia 3 / radial glia
_ENSTGUG00000021399.1,0.25,15.124466936414894,250.21014542708005,0.41108014699105144,0.5214217739678119,0.6746767022161076,_ENSTGUG00000021399.1,microglia 3 / radial glia
TNFRSF11B_ENSTGUG00000012341.2,0.0,,,,,,TNFRSF11B_ENSTGUG00000012341.2,microglia 3 / radial glia
TTC39C_ENSTGUG00000010516.2,0.0,,,,,,TTC39C_ENSTGUG00000010516.2,microglia 3 / radial glia
OSBPL1A_ENSTGUG00000010525.2,0.0,,,,,,OSBPL1A_ENSTGUG00000010525.2,microglia 3 / radial glia
CCM2_ENSTGUG00000015039.2,0.25,15.124466936414894,250.21014542708005,0.41108014699105144,0.5214217739678119,0.6746767022161076,CCM2_ENSTGUG00000015039.2,microglia 3 / radial glia
COLEC10_ENSTGUG00000019400.1,0.0,,,,,,COLEC10_ENSTGUG00000019400.1,microglia 3 / radial glia
IMPACT_ENSTGUG00000010551.2,0.0,,,,,,IMPACT_ENSTGUG00000010551.2,microglia 3 / radial glia
CCN3_ENSTGUG00000012349.2,0.0,,,,,,CCN3_ENSTGUG00000012349.2,microglia 3 / radial glia
KLF10_ENSTGUG00000012120.2,0.0,,,,,,KLF10_ENSTGUG00000012120.2,microglia 3 / radial glia
WRNIP1_ENSTGUG00000002117.2,0.0,,,,,,WRNIP1_ENSTGUG00000002117.2,microglia 3 / radial glia
BAALC_ENSTGUG00000028617.1,0.0,,,,,,BAALC_ENSTGUG00000028617.1,microglia 3 / radial glia
AMPH_ENSTGUG00000001869.2,0.0,,,,,,AMPH_ENSTGUG00000001869.2,microglia 3 / radial glia
FZD6_ENSTGUG00000012145.2,0.0,,,,,,FZD6_ENSTGUG00000012145.2,microglia 3 / radial glia
ENPP2_ENSTGUG00000012352.2,0.5,16.369505606490428,272.8419257311997,0.8222477359688813,0.3645237993113143,0.6746767022161076,ENPP2_ENSTGUG00000012352.2,microglia 3 / radial glia
MYLK4_ENSTGUG00000019999.1,0.0,,,,,,MYLK4_ENSTGUG00000019999.1,microglia 3 / radial glia
_ENSTGUG00000023173.1,0.0,,,,,,_ENSTGUG00000023173.1,microglia 3 / radial glia
SCAP_ENSTGUG00000020198.1,0.0,,,,,,SCAP_ENSTGUG00000020198.1,microglia 3 / radial glia
ELP6_ENSTGUG00000000144.2,0.0,,,,,,ELP6_ENSTGUG00000000144.2,microglia 3 / radial glia
GMDS_ENSTGUG00000002124.2,0.0,,,,,,GMDS_ENSTGUG00000002124.2,microglia 3 / radial glia
RIMS2_ENSTGUG00000012161.2,0.0,,,,,,RIMS2_ENSTGUG00000012161.2,microglia 3 / radial glia
AQP4_ENSTGUG00000020250.1,1.5,-2.3173651486271356,4.3507372603999634,0.1803015615320973,0.6711142113370918,0.8413420861105512,AQP4_ENSTGUG00000020250.1,microglia 3 / radial glia
_ENSTGUG00000002129.2,0.0,,,,,,_ENSTGUG00000002129.2,microglia 3 / radial glia
FOXQ1_ENSTGUG00000018779.1,0.0,,,,,,FOXQ1_ENSTGUG00000018779.1,microglia 3 / radial glia
_ENSTGUG00000010651.2,0.0,,,,,,_ENSTGUG00000010651.2,microglia 3 / radial glia
_ENSTGUG00000028219.1,0.0,,,,,,_ENSTGUG00000028219.1,microglia 3 / radial glia
POMGNT2_ENSTGUG00000003854.2,0.0,,,,,,POMGNT2_ENSTGUG00000003854.2,microglia 3 / radial glia
LRP12_ENSTGUG00000012185.2,0.0,,,,,,LRP12_ENSTGUG00000012185.2,microglia 3 / radial glia
_ENSTGUG00000001876.2,0.0,,,,,,_ENSTGUG00000001876.2,microglia 3 / radial glia
